Fiscal Year 2013,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,CW-1,CW-2,D,D-CREW,E-1,E-2,E-2C,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,U-5,V-1,V-2,V-3,Total Visas,BCC,Grand Total
Nauru,4,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21
New Zealand,28,"1,018",0,84,"2,255",16,0,0,2,541,0,436,0,0,1,0,2,10,0,0,40,0,535,22,0,14,38,0,60,0,0,197,0,0,79,32,5,99,115,"1,847",85,87,2,0,0,263,224,56,13,0,0,0,0,0,0,0,0,1,0,128,26,38,259,1,43,121,0,0,0,40,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,866",0,"8,866"
Palau,3,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23
Papua New Guinea,2,108,0,0,609,1,0,0,24,1,0,10,0,0,5,0,0,0,0,0,0,0,98,2,0,7,30,1,25,0,0,2,0,0,0,0,0,1,0,27,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,0,966
Samoa,5,30,0,72,501,1,0,0,4,57,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,27,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,791
Solomon Islands,0,32,0,0,70,0,0,0,19,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,152
Tonga,8,38,2,2,653,3,0,0,13,15,0,69,0,0,0,0,0,0,0,0,0,0,4,0,0,9,5,0,5,3,0,0,0,0,0,0,0,0,1,47,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,951
Tuvalu,7,12,0,0,7,0,0,0,5,67,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,128
Vanuatu,1,19,0,0,39,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for Oceania,201,"4,918",3,279,"15,258",67,0,0,499,"3,677",0,879,2,0,7,0,42,323,1,"3,946","2,165",926,"3,032",100,0,94,209,1,468,4,0,616,0,0,119,69,30,260,455,"7,386",373,350,23,0,0,"1,533","1,453",332,38,0,0,1,0,0,0,1,0,1,0,876,222,167,994,5,80,158,1,0,0,261,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"52,934",0,"52,934"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,75,999,1,134,"240,653",69,0,0,84,734,0,801,0,0,2,0,33,310,0,0,1,0,"1,248",110,0,50,145,0,521,6,0,487,0,0,3,52,18,301,129,"3,333",202,85,7,0,0,662,844,34,0,0,0,0,0,0,0,0,0,0,0,194,55,93,260,0,109,88,0,0,0,38,13,0,0,0,0,10,0,0,0,0,0,2,1,7,1,0,0,0,0,"253,004",0,"253,004"
Bolivia,53,199,4,94,"13,135",21,0,0,83,97,0,76,0,0,0,0,9,7,0,0,0,0,418,6,0,25,75,0,232,12,0,77,0,0,0,0,2,42,12,301,20,44,7,1,0,30,36,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,0,72,0,0,0,0,10,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,"15,220",0,"15,220"
Brazil,181,"3,359",23,"3,139","925,678",283,0,0,265,"2,771",0,"2,290",0,0,98,0,8,46,0,0,3,0,"14,890",896,0,141,193,0,"1,068",41,0,"1,451",0,0,7,39,67,755,760,"14,893","1,170",417,51,3,2,"2,157","2,483",321,23,0,0,1,0,0,0,0,0,0,0,734,169,177,884,2,103,82,110,0,0,127,70,0,0,0,0,13,0,0,2,2,1,5,0,9,0,0,0,0,0,"982,463",0,"982,463"
Chile,54,"1,312",2,334,"70,515",69,0,0,118,903,0,520,0,0,0,0,11,41,0,0,1,0,"1,828",312,0,46,116,0,194,6,0,187,310,0,22,19,5,341,139,"2,001",299,55,3,0,0,146,266,26,0,0,0,0,0,0,0,0,0,0,0,44,24,15,89,0,10,6,0,0,0,21,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"80,419",0,"80,419"
Colombia,87,"3,899",11,763,"440,902",200,0,0,344,"1,613",0,49,0,0,1,0,70,220,0,0,3,0,"6,772",270,0,40,42,0,606,44,0,787,0,0,0,5,26,383,141,"4,069",275,961,337,4,1,392,486,302,1,0,0,0,0,0,0,0,0,0,0,144,67,52,627,0,29,35,2,0,0,132,19,0,0,0,0,26,0,0,1,0,0,4,0,5,0,0,0,0,0,"465,249",0,"465,249"
Ecuador,85,669,7,175,"105,125",69,0,0,329,446,0,203,0,0,0,0,4,27,0,0,0,0,"1,481",72,0,28,91,0,153,15,0,202,0,0,2,12,6,62,58,"2,019",74,209,62,2,0,70,98,98,2,0,0,0,0,0,0,0,0,0,0,13,2,3,74,0,30,0,0,0,0,28,4,0,0,0,0,5,0,0,2,2,0,1,3,88,1,0,0,0,0,"112,211",0,"112,211"
Guyana,5,41,0,4,"14,440",547,0,0,185,379,0,67,0,0,0,0,0,0,0,0,0,0,77,6,0,1,1,0,52,2,0,14,0,0,0,0,0,6,3,27,4,79,20,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,"15,981",0,"15,981"
Paraguay,37,251,0,189,"9,588",6,0,0,22,22,0,270,0,0,0,0,1,4,0,0,0,0,280,10,0,27,124,0,56,7,0,22,0,0,1,0,0,13,18,306,14,16,3,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,317",0,"11,317"
Peru,87,777,7,611,"56,116","15,514",0,0,755,"1,650",0,173,1,0,0,0,0,5,0,0,0,0,"1,101",69,0,43,24,0,334,76,0,361,0,0,838,5,7,136,99,"3,728",79,333,78,3,1,111,139,64,0,0,0,0,0,0,0,0,0,0,0,28,4,11,96,2,69,15,1,0,0,49,1,0,0,0,0,3,0,6,11,0,0,4,1,24,1,0,0,0,0,"83,651",0,"83,651"
Suriname,11,83,0,1,"4,877",0,0,0,4,57,0,83,0,0,1,0,1,0,0,0,0,0,48,1,0,6,57,0,16,0,0,5,0,0,0,0,0,2,1,37,0,3,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,305",0,"5,305"
Uruguay,26,238,2,84,"23,489",13,0,0,8,122,0,23,0,0,0,0,0,8,0,0,0,0,135,21,0,15,39,0,116,3,0,56,0,0,38,0,0,21,12,188,30,12,4,0,0,55,49,3,0,0,0,0,0,0,0,0,0,0,0,22,2,7,29,0,0,2,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,877",0,"24,877"
Venezuela,55,69,0,"2,854","204,758",222,0,0,56,526,0,1,0,0,5,0,1,124,0,0,1,0,"6,184",314,0,46,304,0,163,4,0,750,0,0,0,1,16,644,68,406,73,87,16,2,3,691,"1,027",70,3,0,0,0,0,0,0,0,0,0,0,126,350,48,915,1,7,157,0,0,0,33,10,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,"221,204",0,"221,204"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for South America,756,"11,896",57,"8,382","2,109,276","17,013",0,0,"2,253","9,320",0,"4,556",1,0,107,0,138,792,0,0,9,0,"34,462","2,087",0,468,"1,211",0,"3,511",216,0,"4,399",310,0,911,133,147,"2,706","1,440","31,308","2,240","2,301",588,16,7,"4,319","5,438",939,29,0,0,1,0,0,0,0,0,0,0,"1,312",673,408,"2,989",5,429,387,113,0,0,446,125,0,0,0,0,74,0,6,18,4,2,17,5,142,3,0,0,0,0,"2,270,901",0,"2,270,901"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Nationality,1,3,2,10,"3,044",72,0,0,10,606,0,0,1,0,0,0,0,0,0,0,0,0,163,39,0,0,0,0,1,1,0,17,0,0,0,0,0,5,3,32,6,16,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,094",0,"4,094"
United Nations Laissez-Passer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,84
Totals for Unknown,1,3,2,10,"3,044",72,0,0,10,606,0,0,1,0,0,0,0,0,0,0,0,0,163,39,0,0,0,0,85,1,0,17,0,0,0,0,0,5,3,32,6,16,5,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,178",0,"4,178"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Totals,"10,574","95,994","1,135","41,956","5,645,580","114,526","1,221,051","62,896","12,707","258,935",4,"9,724","1,943",612,"6,676",0,"7,283","35,272",184,"3,946","2,530",926,"534,320","29,139",678,"5,081","12,954",251,"25,230",736,0,"153,223",571,0,"74,192","57,600","2,712","96,753","14,298","312,522","39,874","26,321","3,787",144,38,"66,700","74,104","11,320",498,1,8,"5,351",0,210,63,519,3,15,3,"12,359","6,623","3,098","23,269",125,"7,590","1,264","1,688",0,0,"4,754","1,394",1,0,0,"9,548","6,609",0,171,357,22,31,169,116,"1,391",42,55,0,0,0,"9,164,349",0,"9,164,349"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
