Fiscal Year 2009,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total
Israel,194,"2,179",0,16,"121,970",178,0,0,28,550,0,11,31,0,300,21,0,7,0,"1,142",91,0,18,15,0,30,1,0,758,0,0,0,381,10,501,63,"3,171","1,247",20,4,3,0,606,"1,050",26,0,0,0,0,0,0,0,0,0,0,0,196,9,77,300,0,62,2,0,0,0,79,85,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"135,434",0,"135,434"
Japan,319,"6,947",14,747,"1,943",94,0,0,19,"2,193",0,90,2,0,"1,688","7,834",0,11,0,"16,423",750,0,52,59,0,359,3,0,"2,505",0,0,0,256,317,947,"1,354","6,227","2,650",460,36,39,3,"4,347","5,544",661,8,0,0,0,0,0,0,0,0,0,0,562,58,119,492,0,147,40,155,0,0,65,24,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,"66,586",0,"66,586"
Jordan,23,"1,971",6,195,"11,695",583,0,0,7,194,0,141,0,0,0,9,0,0,0,778,228,0,16,40,0,93,1,0,218,0,0,0,0,0,115,15,929,151,76,5,122,4,29,20,9,2,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,20,0,0,0,0,8,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"17,720",0,"17,720"
"Korea, North",0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,76
"Korea, South",312,"2,547",5,149,"38,612",183,0,0,77,"4,479",0,260,6,0,445,"2,917",0,4,0,"39,040","5,751",0,54,101,0,184,1,0,"3,233",0,3,0,15,109,"2,135",329,"10,224","5,890",197,12,24,1,"1,258","2,230",292,52,0,0,0,0,0,0,0,0,0,0,252,70,117,237,0,200,36,38,0,0,131,130,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,"122,370",0,"122,370"
Kuwait,77,560,0,7,"14,506",10,0,0,3,2,0,1,109,0,0,0,0,0,0,"1,187",217,0,36,42,0,4,0,0,5,0,0,0,0,7,1,9,76,34,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,917",0,"16,917"
Laos,41,83,0,1,"1,493",1,0,0,0,0,0,5,0,0,0,0,0,0,0,41,0,0,32,52,0,12,0,0,0,0,0,0,0,0,0,0,41,3,485,14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,320",0,"2,320"
Lebanon,24,361,14,77,"14,564",120,0,0,7,132,0,0,35,0,0,2,0,0,0,424,14,0,12,111,0,94,1,0,342,0,0,0,0,1,80,31,601,57,129,1,72,3,28,23,7,0,0,0,0,0,0,0,0,0,0,0,9,1,5,4,0,87,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"17,480",0,"17,480"
Macau S.A.R.,0,0,0,0,740,0,0,0,0,4,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,15,0,0,0,1,0,1,1,56,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,0,987
Malaysia,102,701,4,529,"22,574",374,0,0,43,"1,664",0,54,10,0,0,6,0,6,0,"2,026",164,0,20,84,0,69,2,0,603,0,1,0,3,57,134,51,905,131,52,8,8,1,389,222,7,0,0,0,0,0,0,0,0,0,0,0,18,4,4,7,0,2,0,0,0,0,14,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"31,059",0,"31,059"
Maldives,1,35,0,0,49,0,0,0,1,65,0,2,0,0,0,0,0,0,0,11,0,0,5,19,0,9,0,0,0,0,0,0,0,0,1,3,14,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,254
Mongolia,12,225,1,84,"3,459",18,0,0,17,7,0,0,11,0,0,8,0,0,0,648,72,0,4,37,0,69,0,0,32,0,0,0,0,0,29,11,696,23,13,2,4,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,3,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,526",0,"5,526"
Nepal,13,227,7,51,"6,113",31,0,0,61,233,0,133,0,0,0,0,0,1,0,"1,997",192,0,13,79,0,235,8,0,466,0,0,6,36,3,276,10,218,67,29,3,35,5,37,40,19,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,686",0,"10,686"
Oman,58,308,5,3,"1,000",460,0,0,0,111,0,1,0,0,0,0,0,0,0,161,24,0,20,44,0,2,1,0,4,0,0,0,0,1,0,1,105,27,0,2,0,0,14,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,407",0,"2,407"
Pakistan,89,"2,055",11,81,"24,050",272,0,0,22,428,0,56,21,0,13,40,0,4,0,"1,074",156,0,93,77,0,351,7,0,838,0,0,0,0,9,759,59,"1,236",342,477,22,457,58,126,173,7,0,0,0,0,0,0,0,0,0,0,0,7,1,3,2,0,160,1,0,0,0,8,9,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,"33,730",0,"33,730"
Palestinian Authority Travel Document,0,1,0,9,"2,280",7,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9,0,0,0,0,16,0,0,18,0,0,0,0,0,16,12,233,46,16,0,43,8,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2,825",0,"2,825"
Philippines,100,"1,991",261,"4,153","94,177",649,0,0,"1,545","45,781",0,141,"4,462",0,24,147,0,8,0,790,64,0,259,81,0,683,155,0,"3,676",0,107,19,"1,707",16,"3,987",95,"1,717",273,"5,445",936,735,152,796,520,32,0,0,0,1,0,0,0,0,0,0,0,80,228,16,125,0,17,2,3,0,0,116,88,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,"176,372",0,"176,372"
Qatar,69,573,0,5,"2,240",0,0,0,0,26,0,0,16,0,0,0,0,0,0,584,57,0,16,63,1,1,0,0,1,0,0,0,0,1,0,8,37,25,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,732",0,"3,732"
Saudi Arabia,417,"4,271",35,138,"28,780","5,505",0,0,1,1,0,1,598,0,0,2,0,0,0,"11,193","3,398",0,76,111,0,50,0,0,24,0,0,0,0,7,30,14,368,446,1,0,4,0,138,447,122,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,199",0,"56,199"
Singapore,20,"2,880",2,79,486,14,0,0,0,"1,418",0,17,2,0,1,32,0,2,0,"1,619",92,0,10,43,0,45,0,0,380,302,0,0,1,25,207,28,"1,126",133,29,0,6,0,252,196,30,0,0,0,0,0,0,0,0,0,0,0,18,7,5,8,0,8,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"9,532",0,"9,532"
Sri Lanka,4,197,28,120,"5,149",82,0,0,184,889,0,12,1,0,0,3,0,0,0,710,115,0,75,50,0,94,25,0,233,0,0,0,0,2,89,3,154,40,16,0,15,0,81,55,50,1,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,14,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,"8,512",0,"8,512"
Syria,6,4,4,36,"6,067",72,0,0,1,30,0,0,24,0,0,0,0,0,0,180,13,0,41,12,0,53,0,0,97,0,0,0,0,1,83,7,191,72,140,0,57,2,5,9,2,0,0,0,0,0,0,0,0,0,0,0,6,6,5,1,0,169,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"7,408",0,"7,408"
Thailand,56,813,12,221,"30,516",41,0,0,241,"2,266",0,37,9,0,47,257,0,2,0,"4,044",54,0,23,114,1,68,8,0,375,0,0,11,17,7,81,103,"9,800",87,803,119,131,37,81,84,37,0,0,0,0,0,0,0,0,0,0,0,24,3,7,35,0,20,1,4,0,0,9,0,0,0,0,0,4,0,5,11,0,0,0,0,0,0,0,0,0,"50,726",0,"50,726"
Timor-Leste,11,34,0,0,30,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,9,21,0,3,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,142
United Arab Emirates,41,956,1,6,"6,336",10,0,0,2,0,0,0,55,0,0,0,0,0,0,"1,177",150,0,5,39,0,0,0,0,4,0,0,0,0,0,0,4,63,18,1,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,879",0,"8,879"
Vietnam,201,741,5,123,"27,304",953,0,0,90,519,0,138,52,0,0,1,0,5,0,"7,633",96,0,78,142,0,153,4,0,264,0,0,0,0,2,83,65,"1,585",130,935,58,65,13,148,70,10,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,1,127,0,0,0,0,39,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,"41,854",0,"41,854"
Yemen,18,170,9,43,"1,179",10,0,0,0,2,0,2,0,0,0,0,0,0,0,157,50,0,53,44,0,31,0,0,9,0,0,0,0,0,11,0,127,16,11,0,89,40,0,1,8,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,091",0,"2,091"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for Asia,"3,338","39,307",610,"10,598","1,280,458","29,233",0,0,"9,617","99,021",2,"2,616","21,705",0,"3,141","11,599",0,104,0,"220,574","16,924",0,"1,722","3,081",27,"5,426",329,0,"82,648",302,113,36,"3,069","1,255","47,979","3,617","79,294","21,283","13,728","1,669","3,118",507,"40,098","34,563","3,965",111,0,0,3,0,0,0,0,0,0,0,"1,675","1,205",540,"2,424",4,"3,853",105,311,0,0,"1,082",616,0,0,0,0,447,0,6,18,0,1,2,0,0,0,0,0,0,"2,109,079",0,"2,109,079"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,27,266,0,11,"5,997",16,0,0,19,0,0,0,20,0,0,8,0,0,0,404,7,0,16,54,1,71,1,0,81,0,0,0,0,0,13,16,236,9,46,0,17,1,2,5,0,0,0,0,3,0,0,0,0,0,0,0,8,0,4,3,0,8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"7,373",0,"7,373"
Andorra,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27
Armenia,19,124,4,6,"3,700",9,0,0,2,0,0,1,5,0,0,0,0,0,0,135,21,0,10,43,0,45,0,0,38,0,0,0,0,0,21,5,348,29,99,7,30,3,14,12,2,0,0,0,0,0,0,0,0,0,0,0,10,4,2,21,0,104,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,880",0,"4,880"
Austria,30,224,2,16,823,1,0,0,3,303,0,2,0,0,15,96,0,4,0,728,16,0,35,55,3,138,0,0,156,0,0,0,2,7,39,98,"1,969",83,14,0,1,1,245,106,62,1,0,0,1,0,0,1,0,0,0,0,86,24,10,259,1,25,2,10,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5,704",0,"5,704"
Azerbaijan,56,344,2,24,"2,382",7,0,0,29,2,0,0,25,0,0,1,0,0,0,408,18,0,22,50,0,61,0,0,29,0,0,0,1,2,27,8,855,29,19,2,4,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"4,449",0,"4,449"
