Fiscal Year 2008,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,D,D-CREW,E-1,E-2,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,V-1,V-2,V-3,Total Visas,BCC,Grand Total
Norway,46,224,3,662,"1,949",75,0,0,6,"1,618",0,1,0,0,196,152,0,0,0,"1,283",23,0,14,130,1,133,0,0,94,0,0,0,4,10,33,181,"2,106",262,26,0,1,0,168,225,81,22,0,0,179,0,5,0,2,0,0,0,66,26,13,115,0,34,2,185,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,389",0,"10,389"
Poland,74,355,0,976,"88,076","1,732",0,0,556,"1,944",0,3,0,0,13,40,0,0,0,"1,280",26,0,37,109,7,95,3,0,417,0,0,18,151,58,149,287,"6,297",197,133,11,9,2,224,176,57,1,0,0,359,0,13,10,10,0,0,0,68,5,9,503,0,232,2,0,0,0,120,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"104,855",0,"104,855"
Portugal,57,181,5,126,"1,333",71,0,0,248,"1,587",0,2,5,0,0,5,0,0,0,578,14,0,16,111,11,80,1,0,149,0,0,2,19,14,30,59,725,59,21,4,1,0,163,97,55,0,0,7,105,0,6,0,0,0,0,0,25,28,8,46,0,4,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,068",0,"6,068"
Romania,62,455,4,235,"29,697",202,0,0,88,"4,367",0,16,7,0,0,8,0,0,0,670,39,0,25,113,2,137,3,0,500,0,0,242,"2,008",16,161,127,"4,003",91,214,18,84,7,195,73,8,0,0,3,183,0,12,0,1,0,0,0,31,0,3,60,0,70,6,0,0,0,12,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"44,273",0,"44,273"
Russia,283,"1,757",2,351,"108,138","1,523",0,0,110,"14,726",0,24,4,0,1,5,0,1,0,"4,048",191,0,284,520,3,697,2,0,752,0,0,0,11,19,468,724,"31,597",364,945,244,92,23,415,406,33,0,0,0,1,0,0,0,0,0,0,0,199,18,51,"2,273",0,309,62,2,0,0,49,28,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,"171,776",0,"171,776"
San Marino,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
Serbia  ,0,7,0,0,556,1,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,0,1,1,0,18,0,0,12,0,0,0,0,0,0,0,44,1,7,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,,733
Serbia and Montenegro,16,503,0,173,"12,316",340,0,0,66,"1,891",0,3,3,0,1,9,0,0,0,791,28,0,6,106,0,96,0,0,266,0,0,0,383,3,69,86,"3,323",31,53,1,27,2,37,27,13,0,0,0,0,0,0,0,0,0,0,0,30,2,2,35,0,187,7,1,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,948",0,"20,948"
Slovakia,27,191,0,73,"11,017",83,0,0,11,596,0,1,13,0,0,11,0,0,0,484,2,0,16,64,2,40,2,0,133,0,1,1,118,4,38,35,"2,994",42,18,5,4,0,78,58,8,0,0,0,50,0,8,0,0,0,0,0,16,1,0,39,1,7,1,15,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,332",0,"16,332"
Slovenia,9,78,0,27,195,1,0,0,0,174,0,0,0,0,5,9,0,0,0,80,3,0,1,67,3,3,2,0,22,0,0,0,25,1,9,8,188,27,6,0,1,0,18,11,3,0,0,0,74,0,3,0,0,0,0,0,7,0,0,33,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,112",0,"1,112"
Spain,84,411,1,569,"2,593",44,0,0,7,"1,758",0,6,1,0,50,528,0,2,0,"4,192",65,0,31,127,26,435,1,0,775,0,0,1,27,21,170,275,"4,926",563,47,1,9,0,749,712,134,0,0,0,243,0,15,0,0,0,0,0,185,29,26,429,0,167,10,39,0,0,72,44,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,"20,607",0,"20,607"
Sweden,63,"1,021",3,223,"1,581",105,0,0,12,"1,495",0,0,1,0,39,315,0,7,0,"2,222",19,0,37,128,20,202,6,0,323,0,0,2,55,18,85,219,"3,038",213,46,2,9,1,614,675,119,0,0,0,0,0,0,0,0,0,0,0,168,77,30,462,4,34,30,1,0,0,22,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"13,750",0,"13,750"
Switzerland,46,261,3,143,"2,892",69,0,0,9,706,0,2,0,0,19,132,0,1,0,"3,138",31,0,24,46,0,192,0,0,229,0,0,14,15,16,77,100,"1,490",166,22,0,4,2,489,402,130,1,0,0,1,0,0,0,0,0,0,0,83,11,34,73,0,10,2,0,0,0,31,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"11,138",0,"11,138"
Tajikistan,11,129,0,9,327,191,0,0,3,0,0,0,1,0,0,0,0,0,0,943,25,0,16,23,0,40,8,0,9,0,0,0,0,0,1,12,386,25,8,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,190",0,"2,190"
Turkey,115,864,1,121,"46,626",952,0,0,17,"2,146",0,127,119,0,59,242,0,0,0,"7,122",308,0,19,199,0,112,1,0,"1,362",0,0,0,273,12,496,186,"13,038",555,79,1,42,1,147,120,24,1,0,0,433,0,24,1,1,0,0,0,49,2,9,63,0,71,0,22,0,0,11,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"76,191",0,"76,191"
Turkmenistan,15,101,0,33,253,9,0,0,0,12,0,0,0,0,0,0,0,0,0,77,10,0,7,7,0,25,1,0,22,0,0,0,0,0,12,0,239,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,839
Ukraine,74,462,2,155,"25,439",974,0,0,47,"8,855",0,3,27,0,0,9,0,0,0,710,52,0,23,101,1,114,3,0,271,0,0,58,244,7,211,78,"11,644",105,743,228,65,22,59,61,11,2,0,0,1,0,0,0,0,0,0,0,58,3,14,262,0,177,14,0,0,0,39,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,"51,456",0,"51,456"
Uzbekistan,19,96,0,20,"2,110",16,0,0,2,150,0,0,0,0,0,0,0,0,0,257,68,0,8,10,0,64,0,0,41,0,0,4,6,0,42,2,540,19,52,18,8,5,6,8,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,29,2,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"3,622",0,"3,622"
Vatican City,1,67,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for Europe,"2,562","20,662",75,"9,929","553,274","17,102",0,0,"1,655","83,381",0,546,522,0,"2,349","10,532",0,90,0,"61,519","1,655",0,"1,216","4,368",274,"7,362",80,0,"16,096",0,9,471,"5,603",714,"5,543","8,451","199,116","6,615","4,557",736,760,97,"19,552","17,721","3,703",88,0,11,"5,638",2,353,77,114,3,2,1,"5,364","1,832","1,272","12,343",113,"2,940",296,953,1,0,"1,224",360,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,"1,102,028",0,"1,102,028"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,2,16,0,0,"2,347",524,0,0,3,26,0,6,0,0,0,0,0,0,0,100,0,0,3,1,0,1,0,0,12,0,0,0,0,0,2,0,9,1,5,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,071",0,"3,071"
"Bahamas, The",22,97,1,2,"11,045",3,0,0,6,125,0,37,0,0,0,0,0,0,0,"1,250",21,0,4,1,0,27,0,0,170,0,0,0,1,3,26,8,40,4,7,1,1,0,31,23,122,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,103",0,"13,103"
Barbados,35,69,0,1,"10,160","1,707",0,0,19,39,0,24,0,0,0,1,0,0,0,178,3,0,1,9,0,31,1,0,61,0,0,0,134,0,14,0,113,9,6,0,1,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,4,3,1,15,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,671",0,"12,671"
Belize,21,86,0,17,"4,407",5,0,0,206,37,0,114,0,0,0,0,0,0,0,181,13,0,2,7,0,12,0,0,29,0,0,0,271,0,10,0,48,5,12,3,7,4,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,520",0,"5,520"
Canada,197,163,2,27,157,5,0,0,9,33,0,1,4,0,241,"1,684",0,6,0,179,9,0,38,19,0,644,1,0,39,0,0,0,2,3,92,97,54,32,711,81,238,35,69,134,5,2,0,0,732,0,5,7,13,0,0,0,6,19,8,27,1,9,0,1,0,0,19,7,0,0,0,20,22,0,0,0,0,0,0,0,0,0,0,0,0,"5,909",0,"5,909"
Costa Rica,43,181,3,161,"38,438",452,0,0,284,543,1,40,0,0,1,3,0,0,0,489,23,0,17,7,0,127,5,0,136,0,0,112,453,1,85,31,603,42,68,28,24,8,192,176,10,1,0,0,0,0,0,0,0,0,0,0,9,1,4,7,2,35,0,0,0,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,882",0,"42,882"
Cuba,120,19,0,654,"2,024","9,283",0,0,18,11,0,6,0,0,0,0,0,0,0,21,2,0,97,116,0,69,0,0,2,0,0,0,0,0,7,3,10,5,404,149,11,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,29,1,11,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"13,108",0,"13,108"
Dominica,7,21,0,2,"1,454",222,0,0,14,30,0,10,0,0,0,0,0,0,0,109,9,0,1,2,0,6,1,0,25,0,0,0,0,0,4,0,14,2,13,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,977",0,"1,977"
Dominican Republic,96,796,25,"2,320","54,266","2,169",0,0,294,301,1,107,11,0,1,3,0,0,0,687,15,0,29,23,0,47,14,0,160,0,0,12,325,3,137,165,"1,529",28,"2,161",713,377,227,93,166,13,0,0,0,0,0,0,0,0,0,0,0,20,5,14,"1,499",0,11,99,0,0,0,67,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"69,050",0,"69,050"
El Salvador,54,362,18,"1,329","15,453","6,537",0,0,450,184,1,655,0,0,0,1,0,0,0,355,12,0,16,25,3,68,10,0,84,0,0,31,767,3,44,43,247,20,139,39,39,16,27,40,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,152,0,12,1,0,0,0,54,20,0,0,0,0,0,0,0,30,2,1,0,0,0,0,0,0,0,"27,352",0,"27,352"
Grenada,13,15,0,5,"2,403",374,0,0,15,65,0,9,0,0,0,1,0,0,0,111,3,0,1,4,0,6,0,0,21,0,0,0,0,0,1,1,25,3,9,2,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,097",0,"3,097"
Guatemala,107,235,9,99,"37,379",138,0,0,82,211,0,253,1,0,0,0,0,0,0,461,24,0,20,63,0,81,7,0,85,0,0,534,"3,779",4,53,45,316,27,103,22,65,25,55,87,17,1,0,0,0,0,0,0,0,0,0,0,14,0,2,103,0,12,0,1,0,0,71,48,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,"44,643",0,"44,643"
Haiti,47,109,4,38,"31,852",129,0,0,519,171,0,186,0,0,0,0,0,0,0,394,11,0,17,6,0,56,4,0,25,0,0,558,3,0,5,102,168,4,505,135,90,46,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,242,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"35,463",0,"35,463"
Honduras,54,306,8,243,"20,833","4,542",0,0,335,"1,524",0,40,21,0,0,19,0,0,0,494,21,0,17,20,0,73,5,0,90,0,0,21,680,9,29,80,211,11,91,32,47,26,24,27,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,202,0,1,9,0,0,0,31,24,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,"30,213",0,"30,213"
Jamaica,45,239,8,82,"47,227",64,0,0,265,"1,476",0,109,0,0,0,20,0,0,0,"1,404",70,0,2,21,0,74,8,0,471,0,1,0,"8,461",6,223,26,"3,940",127,320,114,64,22,55,40,17,0,0,0,2,0,0,0,0,0,0,0,81,290,2,345,0,473,2,314,0,0,20,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"66,541",0,"66,541"
Mexico,556,"1,531",31,"5,221","16,087","1,424","345,894","404,589","1,148","2,596",0,19,58,0,610,"1,291",0,3,0,"7,538",481,519,81,172,0,778,23,0,"2,421",0,0,"59,669","60,541",174,"2,009",954,"6,082",579,"1,381",274,"1,420",434,"2,582","3,312",261,4,1,0,2,0,0,0,0,0,0,0,453,606,195,"5,438",0,191,94,134,0,0,991,368,0,0,0,"4,741","2,845",0,3,12,3,5,0,0,0,0,0,0,0,"948,829",0,"948,829"
Nicaragua,24,216,14,47,"12,077",21,0,0,503,"1,426",0,79,0,0,0,0,0,0,0,152,6,0,7,46,0,59,16,0,31,0,0,225,147,2,20,32,233,12,92,19,61,24,7,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,1,0,0,0,0,27,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"15,743",0,"15,743"
Panama,27,382,7,187,"18,391","2,223",0,0,463,857,0,284,0,0,0,6,0,0,0,579,27,0,20,60,0,35,3,0,106,0,0,2,61,4,31,24,369,13,41,11,12,5,29,36,37,0,0,0,0,0,0,0,0,0,0,0,9,0,5,72,0,0,4,6,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,446",0,"24,446"
Saint Kitts and Nevis,3,23,0,1,"1,255",285,0,0,2,6,0,8,0,0,0,0,0,0,0,115,2,0,0,6,0,11,0,0,11,0,0,0,0,0,1,0,5,0,5,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,757",0,"1,757"
Saint Lucia,8,25,0,2,"3,110",516,0,0,9,149,0,25,0,0,0,0,0,0,0,183,3,0,6,9,0,11,0,0,27,0,0,0,114,0,8,0,21,0,12,2,1,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"4,260",0,"4,260"
Saint Vincent and the Grenadines,10,25,0,66,"1,934",308,0,0,9,369,0,10,0,0,0,0,0,0,0,57,1,0,0,6,0,5,2,0,14,0,0,0,0,0,5,0,21,3,8,3,1,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,871",0,"2,871"
Trinidad and Tobago,62,161,3,107,"26,720",119,0,0,401,772,0,89,0,0,0,57,0,0,0,920,19,0,17,10,0,190,0,0,301,0,0,2,124,9,52,7,118,16,34,5,10,2,118,91,52,4,0,0,0,0,0,0,0,0,0,0,6,4,3,112,1,65,0,0,0,0,20,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"30,816",0,"30,816"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for North America,"1,553","5,077",133,"10,611","359,019","31,050","345,894","404,589","5,054","10,951",3,"2,111",95,0,853,"3,086",0,9,0,"15,957",775,519,396,633,3,"2,411",100,0,"4,321",0,1,"61,166","75,863",221,"2,858","1,618","14,176",943,"6,127","1,633","2,471",880,"3,303","4,170",582,15,1,0,736,0,5,7,13,0,2,0,612,935,239,"8,145",5,"1,075",209,457,0,0,"1,401",536,0,0,0,"4,761","2,884",0,3,55,5,6,0,0,0,0,0,0,0,"1,403,322",0,"1,403,322"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,144,"3,752",1,91,"8,909",58,0,0,22,"3,868",0,143,3,0,64,416,"2,961","1,311",114,"1,583",51,0,17,20,0,240,0,0,482,0,1,87,949,25,203,354,"4,855",289,191,12,26,0,"1,340","1,225",132,12,0,0,0,0,0,0,0,0,0,2,412,152,93,608,2,23,27,0,0,0,180,30,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,"35,492",0,"35,492"
Fiji,9,19,1,51,"2,992",15,0,0,982,106,0,29,0,0,0,0,0,2,0,46,1,0,7,18,0,60,1,0,3,0,0,0,1,0,5,1,18,6,6,2,45,2,5,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"4,471",0,"4,471"
Kiribati,6,22,0,7,40,1,0,0,11,511,0,30,0,0,0,0,0,0,0,7,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,666
Marshall Islands,2,0,0,2,31,4,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62
"Micronesia, Federated States of",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
Nauru,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
New Zealand,16,520,0,135,"2,904",31,0,0,10,918,0,50,0,0,4,8,0,31,0,450,21,0,3,49,1,62,0,0,238,0,1,145,356,5,163,97,"1,598",110,46,0,4,1,336,293,55,11,0,0,0,0,0,0,0,0,0,0,110,29,33,169,1,23,24,1,0,0,55,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"9,151",0,"9,151"
Palau,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
Papua New Guinea,7,54,0,81,143,144,0,0,37,1,0,25,9,0,0,0,0,0,0,43,6,0,8,28,0,5,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,611
Samoa,3,9,0,4,625,2,0,0,23,28,0,18,0,0,0,0,0,1,0,7,1,0,0,5,0,3,0,0,0,0,0,0,1,0,0,2,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,821
Solomon Islands,7,22,0,1,55,2,0,0,12,0,0,8,0,0,0,0,0,0,0,5,1,0,0,15,0,8,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,150
Tonga,11,86,4,33,862,5,0,0,19,22,0,119,0,0,0,0,0,0,0,25,3,0,2,13,0,7,0,0,1,0,0,0,0,0,0,0,10,12,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,312",0,"1,312"
Tuvalu,2,14,0,1,12,1,0,0,1,198,0,11,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,246
Vanuatu,0,16,0,3,35,2,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,1,9,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for Oceania,217,"4,515",6,409,"16,616",265,0,0,"1,139","5,655",0,435,12,0,68,424,"2,961","1,345",114,"2,169",84,0,45,178,1,391,1,0,725,0,2,232,"1,307",30,375,456,"6,504",420,252,14,86,3,"1,682","1,531",189,23,0,0,0,0,0,0,0,0,0,2,524,181,131,787,3,61,55,1,0,0,378,70,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,"53,089",0,"53,089"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,55,"1,187",6,198,"106,024",241,0,0,334,905,0,"1,231",0,0,38,151,0,0,0,"1,117",107,0,58,241,0,592,10,0,859,0,0,14,555,24,484,242,"4,603",226,83,9,24,0,521,559,13,0,0,0,0,0,0,0,0,0,1,0,160,49,71,492,0,108,127,16,0,0,126,38,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,"121,909",0,"121,909"
Bolivia,49,297,4,185,"8,574",762,0,0,495,174,0,131,0,0,12,10,0,0,0,499,18,0,49,49,0,240,18,0,105,0,0,10,334,0,63,20,456,7,59,20,18,4,37,47,5,2,0,0,0,0,0,0,0,0,0,0,4,3,4,26,1,14,2,10,0,0,26,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"12,846",0,"12,846"
Brazil,183,"3,000",36,"2,040","78,206","305,013",0,0,"8,410","1,718",0,"3,270","1,622",0,8,46,0,2,0,"10,556",426,0,114,293,0,971,54,0,"1,483",0,1,60,774,105,770,717,"21,125",933,555,97,124,14,"2,111","2,550",138,5,0,0,0,0,0,1,0,0,0,0,403,73,128,799,0,79,57,248,0,0,387,169,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,"449,889",0,"449,889"
Chile,56,"1,549",8,558,"42,940",909,0,0,234,"1,294",1,"1,214",0,0,2,9,0,1,0,"1,076",183,0,54,150,1,212,16,0,204,308,0,39,265,20,339,142,"4,211",213,73,13,18,6,183,254,3,0,0,0,0,0,0,0,0,0,0,0,34,14,15,50,0,1,8,7,0,0,93,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"57,011",0,"57,011"
Colombia,80,"2,621",21,"2,172","177,254",353,0,0,"1,530","1,321",1,87,1,0,69,422,0,5,0,"3,961",183,0,82,45,0,486,48,0,"1,199",0,0,5,105,41,681,190,"6,680",347,"1,119",407,191,76,477,639,52,0,0,0,0,0,0,1,0,0,1,0,99,28,60,671,1,20,58,2,0,0,296,57,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,"204,256",0,"204,256"
Ecuador,98,615,3,450,"55,679",304,0,0,657,473,0,176,2,0,3,13,0,2,0,"1,005",38,0,47,41,0,172,22,0,279,0,0,17,13,10,118,61,"2,673",73,132,30,44,9,87,121,12,0,0,0,2,0,0,0,0,0,0,0,12,5,11,29,0,31,0,2,0,0,35,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"63,612",0,"63,612"
